Name,Description,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,Combined
West Beyrouth (À l'abri les enfants),"In April, 1975, civil war breaks out; Beirut is partitioned along a Moslem-Christian line. Tarek is in high school, making Super 8 movies with his friend, Omar. At first the war is a lark: school has closed, the violence is fascin...",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,april civil war break beirut partition along moslem christian line tarek high school make super movies friend omar first war lark school close violence fascin reference muhammad arabic speaker school super white flag
Whispering Corridors: The Humming,"Strange things happen in the closed toilets of Eunhee's old school, where she was deputy head girl. Hayeong and Soyeon, who used the place as their hideout, believed there was a ghost there after they heard a humming sound echoing...",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,strange things happen close toilets eunhees old school deputy head girl hayeong soyeon use place hideout believe ghost hear hum sound echo nan
Woubi Cheri,"This documentary shows a few days in the life of various members of Abdijan, Ivory Coast's gay and transgendered community. We get to meet a variety of woubis, yossis, etc. The hero/heroine of the film is a statuesque young man na...",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,documentary show days life various members abdijan ivory coast gay transgendered community get meet variety woubis yossis etc hero heroine film statuesque young man na gay straight relations gay interest africa
Tian yu,"Young teen girl Xiu Xiu is sent away to a remote corner of the Sichuan steppes for manual labor in 1975 (sending young people to there was a part of Cultural Revolution in China). A year later, she agrees to go to even more remote...",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,young teen girl xiu xiu send away remote corner sichuan steppes manual labor send young people part cultural revolution china year later agree go even remote triple f rat female director china revolution nipple
Good Times,Sonny and Cher spoof many Hollywood classic movie scenes.,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,sonny cher spoof many hollywood classic movie scenes psychotronic film parody comedy spoof elephant black lace stock
Alfredo Alfredo,"Alfredo, a timid young Italian, lusts after and woos the beautiful Maria Rosa. But when he manages to marry her, he discovers life is not nearly so blissful as he expected.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,alfredo timid young italian lust woo beautiful maria rosa manage marry discover life nearly blissful expect hot sex scene character name title repetition title french sex comedy
The Gay Cavalier,"The Cisco Kid (Gilbert Roland) sets out on a double mission of rescuing a girl from forsaking her true love by marrying a supposedly wealthy suitor to save the old family hacienda, and he is also after the outlaws that robbed a st...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,cisco kid gilbert roland set double mission rescue girl forsake true love marry supposedly wealthy suitor save old family hacienda outlaw rob st fistfight cisco kid character b western
The Steel Helmet,A ragtag group of American stragglers battles against superior Communist troops in an abandoned Buddhist temple during the Korean War.,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,ragtag group american stragglers battle superior communist troop abandon buddhist temple korean war buddhist temple korean war cigar smoke reference joseph stalin reference stephen foster
The Jailbreakers,"A married couple is held hostage in a dismal, deserted town by three escaped convicts. The crooks are looking for a cache of stolen loot, and they intend to keep the couple alive long enough to locate and dig up the cash for them.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,marry couple hold hostage dismal desert town escape convict crook look cache steal loot intend keep couple alive long enough locate dig cash psychotronic film hostage escape prisoner steal loot bind gag
A Kid for Two Farthings,"In a lower-class London community of small shops, open-air vendors and flea-marketers, Joe, a small boy, lives with his mother, Joanne, who works in and rooms above the Kandinsky tailor shop. Joe is innocently and earnestly determ...",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,lower class london community small shop open air vendors flea marketers joe small boy live mother joanne work room kandinsky tailor shop joe innocently earnestly determ cobbler shoemaker shoe male police officer police police officer
I Could Never Have Sex with Any Man Who Has So Little Regard for My Husband,"In this sex farce, two middle-aged pairs of aspiring swingers rent a summer cottage in Martha's Vineyard. There they sit around discussing the pros and cons of having affairs.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sex farce middle age pair aspire swingers rent summer cottage marthas vineyard sit around discuss pros con affairs sex farce sex comedy screenplay adapt author swinger cottage
The Story of Louis Pasteur,The biography of the pioneering French microbiologist who helped revolutionize agriculture and medicine.,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,biography pioneer french microbiologist help revolutionize agriculture medicine microbe louis pasteur character hydrophobia reference otto von bismarck reference franco prussian war
That Forsyte Woman,"Love among the Forsytes is strange, full of tradition, melancholy and gold digging in this film treatise on Victorian-age rigidity and vestiges of a flawed society.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,love forsytes strange full tradition melancholy gold dig film treatise victorian age rigidity vestiges flaw society female protagonist man slap woman marriage black sheep
The Spanish Main,"After being wronged by the Caribbean authorities, a Dutch captain turns pirate to wage war.",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,wrong caribbean authorities dutch captain turn pirate wage war plunder ship captain viceroy mexico flag archbishop darien flag song
Ossessione fatale,"Tony is a young man with a gambling habit: he loses $10,000 in a poker game with Drumond, the boss of the neighborhood, and has 24 hours to settle the debt. To obtain this sum, he agrees to steal a large-scale car on commission, b...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tony young man gamble habit lose poker game drumond boss neighborhood hours settle debt obtain sum agree steal large scale car commission b large breast kidnap woman simulate blow job female frontal nudity female pubic hair
The Wreck of the Mary Deare,"A disgraced merchant marine officer elects to stay aboard his sinking cargo ship in order to prove the vessel was deliberately scuttled and, as a result, vindicate his good name.",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,disgrace merchant marine officer elect stay aboard sink cargo ship order prove vessel deliberately scuttle result vindicate good name english channel ship scuttle ship captain sabotage base novel
When the Bough Breaks,A surrogate mom for a couple becomes dangerously obsessed with the soon-to-be father.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,surrogate mom couple become dangerously obsess soon father sex scene surrogate mother title base nursery rhyme woman bathtub woman murder man
Green for Danger,"After the nurse who declares that a recent surgical death was a murder also dies, an enigmatic Scotland Yard inspector arrives to investigate.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,nurse declare recent surgical death murder die enigmatic scotland yard inspector arrive investigate british noir color title england nazi propaganda rpm record
The Amazing Colossal Woman,Dr. Carol Heisler is angry... very angry. Her rage registers with an flying saucer scanning the populace. The Alien being inside decides that she is an ideal subject for an experiment. Using its advanced technology Solopticus grow...,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,dr carol heisler angry angry rage register fly saucer scan populace alien inside decide ideal subject experiment use advance technology solopticus grow male horror host usa male horror host horror host usa horror host disaster
Cactus Flower,"In a hot and politically challenged Cairo actress Aida and her neighbor, the aging diva Samiha, are thrown out on the streets. Together with the street smart Yassin, they try to find a place to live, forcing them to confront with ...",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,hot politically challenge cairo actress aida neighbor age diva samiha throw streets together street smart yassin try find place live force confront actress
Curse of the Crimson Altar,"When his brother disappears, Robert Manning pays a visit to the remote country house he was last heard from. While his host is outwardly welcoming, and his niece more demonstrably so, Manning detects a feeling of menace in the air...",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,brother disappear robert man pay visit remote country house last hear host outwardly welcome niece demonstrably man detect feel menace air female rear nudity seduction sex scene female buttocks lovecraftian
Tomorrow Night,"Charles is the owner of a photo-shop. He is not too friendly and spends his evenings alone, and one day he finally decides to get a social life. He meets elderly Florence, who is tormented by her gambling husband Lester and longs ...",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,charles owner photo shop friendly spend even alone day finally decide get social life meet elderly florence torment gamble husband lester long underground film independent film
101: Modern Los Angeles Vampires,A neighborhood in the Hollywood Hills is terrorized by a group of self-described modern day vampires who then collide with a disgraced LAPD Detective and his rebellious teenage daughter.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,neighborhood hollywood hill terrorize group self describe modern day vampires collide disgrace lapd detective rebellious teenage daughter neighborhood
Hairshirt,A self-obsessed man runs through one woman after another in this screwball comedy. One of his rejected former lovers decides to take it upon herself to see to it that he never develops another relationship and sets out in attack w...,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,self obsess man run woman another screwball comedy reject former lovers decide take upon see never develop another relationship set attack w columbia tristar columbia tristar home video roommate voice narration restaurant
Hôhokekyo tonari no Yamada-kun,The life and misadventures of a family in contemporary Japan.,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,life misadventures family contemporary japan wed neighbor kidnap speech retirement
The Green Mile,"The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift.",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,live guard death row affect charge black man accuse child murder rape mysterious gift death row inmate death row good versus evil urinary tract infection
Fight Club,An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into much more.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,insomniac office worker devil care soap maker form underground fight club evolve much surprise end anti establishment insomnia multiple personality disorder base novel
The Insider,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,research chemist come personal professional attack decide appear minutes expose big tobacco whistleblower tortuous interference tobacco cbs news
"Girl, Interrupted",Based on writer Susanna Kaysen's account of her 18-month stay at a mental hospital in the late 1960s.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,base writer susanna kaysens account month stay mental hospital late base true story female protagonist borderline personality disorder suicide suicide attempt
Purgatory,Two Peace Corps volunteers in Africa are framed and put into an oppressive women's prison.,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,peace corps volunteer africa frame put oppressive womens prison female nudity frame women prison female rear nudity female full frontal nudity
At First Sight,A blind man has an operation to regain his sight at the urging of his girlfriend and must deal with the changes to his life.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,blind man operation regain sight urge girlfriend must deal change life father son relationship love visual agnosia brother sister relationship regain sight
In Dreams,"After her grandfather's murder, Alma and her husband Eddie decide to go away to her childhood cabin in the woods, where her life will develop into a surreal confusion in which her vigil becomes oneiric and her dreams turn real.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,grandfathers murder alma husband eddie decide go away childhood cabin woods life develop surreal confusion vigil become oneiric dream turn real nipple pierce nipple pierce female topless nudity
Warlords of the 21st Century,Post World War III futuristic tale of collapsed governments & bankrupt countries heralding a new lawless age.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,post world war iii futuristic tale collapse governments bankrupt countries herald new lawless age armor truck explosion post apocalypse low budget sci fi movie fuel shortage
A Saintly Switch,A married couple (he is an aging NFL quarterback at the end of his career) with children is on the verge of divorce. Their imminent divorce is due to their mutual lack of respect and compassion for each other and the effect it has...,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,marry couple age nfl quarterback end career children verge divorce imminent divorce due mutual lack respect compassion effect pregnancy family relationships mother son relationship father son relationship father daughter relationship
Simply Irresistible,"A magical crab works wonders for a terrible chef's culinary skills, leading her towards the man of her dreams.",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,magical crab work wonder terrible chefs culinary skills lead towards man dream chef restaurant magic female chef female stock foot
My Favorite Martian,A Martian lands on Earth and makes friends with a reporter.,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,martian land earth make friends reporter martian spaceship alien bare chested male male nudity
20 Dates,A documentary type film about the dates Myles has gone on as he tries to find out how to find love in the future.,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,documentary type film date myles go try find find love future future date mockumentary fake documentary reality show
200 Cigarettes,"A collection of twentysomethings try to cope with relationships, loneliness, desire and their individual neuroses.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,collection twentysomethings try cope relationships loneliness desire individual neuroses cigarette smoke cigarette miniskirt pantyhose fishnet pantyhose
The Breaks,"Adopted by a black family in L.A., Derrick grows up an Irish white boy who thinks he's black! When his mother catches him romantically entangled with a woman on her couch, he's thrown out with an ultimatum. In HD.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adopt black family l derrick grow irish white boy think hes black mother catch romantically entangle woman couch hes throw ultimatum hd irish interracial adoption father son relationship family relationships african american
The End of Sex,"A couple feeling the pressures of parenting and adulthood, send their kids to winter camp for the first time and embark on a series of sexual adventures to reinvigorate their relationship.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,couple feel pressure parent adulthood send kid winter camp first time embark series sexual adventure reinvigorate relationship nan
True Crime,Can an over-the-hill journalist uncover the evidence that can prove a death row inmate's innocence just hours before his execution?,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,hill journalist uncover evidence prove death row inmates innocence hours execution scene end credit year old woman mystery thriller actor director producer public execution
Earthly Possessions,"A bored wife, who is planning to run away from her minister husband, is taken hostage in a bank robbery. However, she sees the thrill in being involved in the chase and becomes an accomplice to helping the younger robber escape hi...",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,bore wife plan run away minister husband take hostage bank robbery see thrill involve chase become accomplice help younger robber escape hi ex convict hostage escape bank robbery
Edtv,A video store clerk agrees to have his life filmed by a camera crew for a television show.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,video store clerk agree life film camera crew television show television fictional reality show media circus commercialism satire
Never Been Kissed,A newspaper reporter enrolls in high school as part of research for a story.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,newspaper reporter enroll high school part research story undercover reporter chicago illinois popularity high school friendship
Life,A team of scientists aboard the International Space Station discover a rapidly evolving life form that caused extinction on Mars and now threatens all life on Earth.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,team scientists aboard international space station discover rapidly evolve life form cause extinction mar threaten life earth extraterrestrial life space international space station astronaut space station
Sgt. Stubby: An American Hero,"The true story of a stray dog who joins his new master on the battlefields of the First World War. For his valorous actions, Sgt. Stubby is still recognized as the most decorated dog in American history.",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,true story stray dog join new master battlefields first world war valorous action sgt stubby still recognize decorate dog american history world war french army american history heroic dog military work dog
Entrapment,"John Stanton was a young man looking for adventure. The adventure he found involved the CIA, corrupt police and the fury of one man's revenge for the loss of his father.. Inspired by actual events.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,john stanton young man look adventure adventure find involve cia corrupt police fury man revenge loss father inspire actual events deception murder vengeance entrapment corruption
A Midsummer Night's Dream,"The adventures of four young lovers, a group of amateur actors and their interactions with fairies come to light in a moonlit forest.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,adventure young lovers group amateur actors interactions fairies come light moonlit forest horn musical instrument romantic rivalry forest fairy shakespeare play
Rocky Marciano: A Life Story,"ROCKY MARCIANO: A LIFE STORY is the most definitive, complete, comprehensive and entertaining film ever done about this legendary champion and American hero. The film is narrated by Oscar-Nominee ROBERT LOGGIA. Featured are interv...",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,rocky marciano life story definitive complete comprehensive entertain film ever legendary champion american hero film narrate oscar nominee robert loggia feature interv box boxer prizefighter box champion world heavyweight champion
Atomic Brain Invasion,A bunch of misfit high-schoolers must band together to stop an army of brain creatures from outer space that intend to kidnap Elvis Presley when he performs in a small New England town.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,bunch misfit high schoolers must band together stop army brain creatures outer space intend kidnap elvis presley perform small new england town outer space reference elvis presley
Double Platinum,A young singer is reunited with the mother who left her when she was a child.,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,young singer reunite mother leave child blue music mother daughter relationship
Buena Vista Social Club,"Aging Cuban musicians whose talents had been virtually forgotten following Castro's takeover of Cuba, are brought out of retirement by Ry Cooder, who travelled to Havana in order to bring the musicians together, resulting in trium...",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,age cuban musicians whose talents virtually forget follow castros takeover cuba bring retirement ry cooder travel havana order bring musicians together result trium musician comeback new york cigar smoke caribbean sea
Secrets of Silicon Valley,"SECRETS OF SILICON VALLEY is a shocking exposé of the hidden downsides of the Internet revolution and also a funny and moving meditation on America's love affair with technology. Told without narration, the film chronicles a tumul...",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,secrets silicon valley shock expose hide downsides internet revolution funny move meditation americas love affair technology tell without narration film chronicle tumul nan
Big Daddy,A visitor to the Everglades swamps in Florida encounters and falls in love with an uneducated girl. But he finds competition for her affections from the unlikely and mysterious A. Beauregard Lincoln. He also discovers danger from ...,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,visitor everglades swamp florida encounter fall love uneducated girl find competition affections unlikely mysterious beauregard lincoln discover danger florida independent film
Wild Wild West,"The two best special agents in the Wild West must save President Grant from the clutches of a diabolical, wheelchair-bound, steampunk-savvy, Confederate scientist bent on revenge for losing the Civil War.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,best special agents wild west must save president grant clutch diabolical wheelchair bind steampunk savvy confederate scientist bend revenge lose civil war utah buddy movie steampunk ulysses grant character george washington character
Vendetta,"When his daughter is brutally murdered and legal justice looks unlikely, William Duncan takes the law into his own hands, setting out on a quest for retribution. After killing the street thug who was directly responsible for her d...",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,daughter brutally murder legal justice look unlikely william duncan take law hand set quest retribution kill street thug directly responsible person army action justice female nudity daughter street thug
Arlington Road,A man begins to suspect his neighbors are not what they appear to be and their secrets could be deadly.,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,man begin suspect neighbor appear secrets could deadly evil win bad guy win fascism st louis gateway arch theodore roosevelt federal build
Drop Dead Gorgeous,Dead never looked this good.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,dead never look good death stare naked female corpse female rear nudity satire comedy find footage
Deep Blue Sea,"Searching for a cure to Alzheimer's disease, a group of scientists on an isolated research facility become the prey, as a trio of intelligent sharks fight back.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,search cure alzheimers disease group scientists isolate research facility become prey trio intelligent shark fight back research experiment shark alzheimers disease scientist
Detroit Rock City,"In 1978, four rebellious teenagers try to scam their way into a KISS concert.",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,rebellious teenagers try scam way kiss concert ticket scalper music band teenage boy band kiss band
Genius,"An orphan, with a brilliant mind, joins RAW and is burdened by the killing of his entire team. Until he doesn't avenge their death, he can't live in peace with his love. So, he hatches a genius plan.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,orphan brilliant mind join raw burden kill entire team doesnt avenge death cant live peace love hatch genius plan action thriller orphan
The 13th Warrior,"A man, having fallen in love with the wrong woman, is sent by the sultan himself on a diplomatic mission to a distant land as an ambassador. Stopping at a Viking village port to restock on supplies, he finds himself unwittingly em...",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,man fall love wrong woman send sultan diplomatic mission distant land ambassador stop viking village port restock supply find unwittingly em viking arab warrior combat battle
A Dog of Flanders,"Heartwarming story about an orphaned boy whose hard life is offset by his love for an abandoned dog, his determination to become a great painter, and his friendship with an artist.",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,heartwarming story orphan boy whose hard life offset love abandon dog determination become great painter friendship artist human dog relationship boy dog girl dog owner dog relationship boy dog
Outside Providence,"After one too many run ins with the law, a punk teenager from a working class background is sent to prep school by his frustrated dad, and learns a thing or two.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,many run ins law punk teenager work class background send prep school frustrate dad learn thing pot cannabis quaaludes pesticide insecticide
Love Stinks,"Seth Winnick has it all: a successful career in television, good friends, and a passionate relationship with beautiful Chelsea. However, when he fails to make a timely marriage proposal, Chelsea tries to make his life hell.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seth winnick successful career television good friends passionate relationship beautiful chelsea fail make timely marriage proposal chelsea try make life hell wed ring wed dress reference elvis presley reverse cowgirl sex position woman top
Best Laid Plans,"David Blair directs this powerful British Drama, loosely inspired by John Steinbeck's novel 'Of Mice and Men'. Set in Nottingham, the film revolves around the relationship between the thuggish Danny (Stephen Graham) and Joseph (Ad...",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,david blair direct powerful british drama loosely inspire john steinbecks novel mice men set nottingham film revolve around relationship thuggish danny stephen graham joseph ad adult disability disability intellectual disability adult intellectual disability man intellectual disability
For the Love of the Game,"It was a cold January 18th, 1902 when two groups of young men gathered at the small ice surface recently created on lower Bay Avenue near the train station in Trail B.C. They quickly laced on their skates and took their sticks ont...",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,cold january th group young men gather small ice surface recently create lower bay avenue near train station trail b c quickly lace skate take stick ont nan
Stir of Echoes,"After being hypnotized by his sister-in-law, a man begins seeing haunting visions of a girl's ghost and a mystery begins to unfold around him.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,hypnotize sister law man begin see haunt visions girls ghost mystery begin unfold around hypnosis see ghost miss person psychic power haunt house
Mumford & Sons Live from South Africa: Dust & Thunder,"A theatrical concert film shot at the Voortrekker Monument Amphitheatre near Pretoria, South Africa, in front of 20,000 fans.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,theatrical concert film shoot voortrekker monument amphitheatre near pretoria south africa front fan folk music
The Minus Man,"Aimless Vann Siegert takes a bizarre turn in life and becomes a serial killer, tracking down the miserable, the self-destructive and those who otherwise seem willing to die.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,aimless vann siegert take bizarre turn life become serial killer track miserable self destructive otherwise seem die fbi federal bureau investigation female police officer police police officer murder
Drive Me Crazy,"Nicole and Chase used to be BFFs, then junior high happened. The high school centennial dance is coming but Nicole gets dumped. So does Chase. They stage a relationship to get at their exes. They visit each other's worlds. Love in...",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,nicole chase use bffs junior high happen high school centennial dance come nicole get dump chase stage relationship get exes visit others worlds love opposites attract teenage protagonist prom next door neighbor high school
Three Kings,Three unemployed men discover the map to an unearthed treasure... And thus begins a funny description of how they reach their destiny,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unemployed men discover map unearth treasure thus begin funny description reach destiny map
Random Hearts,"Police Sergeant Dutch Van Den Broek (Harrison Ford) and U.S. Representative Kay Chandler (Dame Kristin Scott Thomas) lose their spouses in a plane crash, and they soon discover that their spouses were having an affair with each ot...",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,police sergeant dutch van den broek harrison ford u representative kay chandler dame kristin scott thomas lose spouses plane crash soon discover spouses affair ot politician police sergeant u congresswoman policeman death wife
The Story of Us,Ben and Katie Jordan are a married couple who go through hard times in fifteen years of marriage.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,ben katie jordan marry couple go hard time fifteen years marriage husband wife relationship animate open credit marriage summer camp male rear nudity
In un altro paese,"In the late-80s and early-90s, two prosecutors went after the mob in Sicily. Archival footage, gruesome photographs and new interviews are shown.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,late early prosecutors go mob sicily archival footage gruesome photograph new interview show mob sicily prosecutor photographer cry man
The Best Man,"Mercenaries seize control of a remote resort hotel during a wedding and it's up to the best man, the groom and their drunken best friend to stop the terrorists and save the hostages.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,mercenaries seize control remote resort hotel wed best man groom drunken best friend stop terrorists save hostages nan
Bats: The Awakening,"Following a nuclear power plant meltdown, a nearby village known as Nosferatu Village, became radiated, and subsequently abandoned for more than a decade. The year is 1984, and the public are now permitted to return, and a small g...",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,follow nuclear power plant meltdown nearby village know nosferatu village become radiate subsequently abandon decade year public permit return small g title direct female
Body Shots,"A tale of the mysterious, but necessary, mating ritual between men and women of today and everything they think about sex but are afraid to say.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,tale mysterious necessary mat ritual men women today everything think sex afraid say blow job sex bed panties pull lust breast
Crazy in Alabama,An abused wife heads to California to become a movie star while her nephew back in Alabama has to deal with a racially-motivated murder involving a corrupt sheriff.,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,abuse wife head california become movie star nephew back alabama deal racially motivate murder involve corrupt sheriff murder police lie social injustice racial issue
Molly,"A bachelor becomes the unwilling guardian of his autistic, intellectually disabled sister; then an experimental treatment works a dramatic change in her brain and his attitude.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,bachelor become unwilling guardian autistic intellectually disable sister experimental treatment work dramatic change brain attitude baseball game public nudity advertise executive autism experimental surgery
Mickey's Once Upon a Christmas,"Three tales of Christmas past about Donald's nephews reliving the day on repeat, Max Goof's belief in Santa being challenged, and Mickey and Minnie making ends meet.",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tales christmas past donalds nephews relive day repeat max goof belief santa challenge mickey minnie make end meet christmas anthology male protagonist cigar smoke animal character name title
The Legend of Tarzan,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,tarzan acclimate life london call back former home jungle investigate activities mine encampment africa jungle slavery congo belgian
21 seiki no onna no ko,14 short films with an animated end-title sequence by young directors born in late '80s to '90s.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,short film animate end title sequence young directors bear late nan
Ride with the Devil,Damned taxi driver Daredevil Dan Donovan picks up chatty passengers and drives them around Hollywood as part of a deal to deliver souls to hell in exchange for his freedom.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,damn taxi driver daredevil dan donovan pick chatty passengers drive around hollywood part deal deliver souls hell exchange freedom psychotronic film female nudity
Agnes Browne,"The unexpected death of her husband sends a woman and her seven children, ages 2-14, into emotional turmoil and financial crisis in 1967 Dublin. She is forced to borrow money from a ruthless loan shark to make ends meet. She faces...",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,unexpected death husband send woman children age emotional turmoil financial crisis dublin force borrow money ruthless loan shark make end meet face character name title word title reference tom jones timeframe money
Deuce Bigalow: European Gigolo,"Deuce is tricked again into man-whoring by T.J., only in Amsterdam while other man-whores are being murdered in his midst.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deuce trick man whore j amsterdam man whore murder midst prostitution prostitute pimp voyeur voyeurism
Bicentennial Man,An android endeavors to become human as he gradually acquires emotions.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,android endeavor become human gradually acquire emotions robot hologram freedom break figurine goofball
